trip_id,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,DOLocationID,trip_distance,fare_amount,passenger_count,payment_type
302,2024-03-02 07:54:00,2024-03-02 08:23:08,6,6,1.89,7.26,1.0,1
303,2024-03-25 08:20:00,2024-03-25 08:48:49,3,15,5.5,20.32,1.0,1
304,2024-03-24 13:19:00,2024-03-24 13:47:44,19,6,3.23,12.83,1.0,1
305,2024-03-29 09:20:00,2024-03-29 09:31:32,3,19,0.42,3.98,4.0,1
306,2024-03-04 11:06:00,2024-03-04 11:14:36,5,8,4.05,13.2,2.0,1
307,2024-03-29 16:54:00,2024-03-29 17:24:04,17,6,2.81,10.05,1.0,1
308,2024-03-08 12:08:00,2024-03-08 12:16:43,5,2,0.67,4.53,1.0,1
309,2024-03-06 10:46:00,2024-03-06 11:09:03,20,18,6.68,19.03,1.0,2
310,2024-03-21 07:20:00,2024-03-21 07:52:39,9,5,3.59,12.87,4.0,1
311,2024-03-10 21:36:00,2024-03-10 21:50:30,10,6,0.62,4.65,1.0,3
312,2024-03-23 08:22:00,2024-03-23 08:30:38,2,3,1.69,7.77,1.0,1
313,2024-03-01 21:46:00,2024-03-01 21:58:03,4,1,4.74,14.71,1.0,1
314,2024-03-10 22:16:00,2024-03-10 22:56:54,1,17,2.25,9.52,1.0,1
315,2024-03-10 05:58:00,2024-03-10 06:16:27,6,16,4.03,15.25,1.0,1
316,2024-03-27 04:25:00,2024-03-27 04:39:17,15,4,1.25,6.89,1.0,1
317,2024-03-17 23:53:00,2024-03-18 00:06:25,7,17,3.25,12.43,1.0,2
318,2024-03-01 18:54:00,2024-03-01 18:57:20,3,1,1.47,6.32,1.0,1
319,2024-03-09 18:25:00,2024-03-09 18:31:59,14,3,4.59,15.36,1.0,1
320,2024-03-22 21:52:00,2024-03-22 22:03:27,1,5,1.93,8.8,1.0,1
321,2024-03-09 22:15:00,2024-03-09 22:54:22,18,11,5.31,19.11,1.0,2
322,2024-03-06 08:17:00,2024-03-06 08:29:24,11,4,1.79,7.49,1.0,1
323,2024-03-06 01:36:00,2024-03-06 01:38:23,5,17,8.16,22.25,1.0,1
324,2024-03-13 19:32:00,2024-03-13 19:38:00,12,10,4.71,17.16,1.0,1
325,2024-03-23 19:08:00,2024-03-23 19:30:17,4,14,3.79,14.8,4.0,1
326,2024-03-11 22:01:00,2024-03-11 22:23:17,7,9,1.41,6.22,2.0,2
327,2024-03-23 19:34:00,2024-03-23 19:39:33,5,13,3.63,13.21,1.0,2
328,2024-03-23 07:15:00,2024-03-23 07:38:12,11,10,2.9,9.63,1.0,2
329,2024-03-15 15:53:00,2024-03-15 16:38:46,15,19,2.24,9.3,1.0,1
330,2024-03-03 09:33:00,2024-03-03 09:44:41,10,8,5.38,17.15,1.0,2
331,2024-03-07 00:00:00,2024-03-07 00:54:42,16,17,3.92,11.71,3.0,1
332,2024-03-20 10:04:00,2024-03-20 10:05:48,7,17,3.67,12.5,2.0,3
333,2024-03-01 03:12:00,2024-03-01 03:19:26,9,1,12.57,39.31,1.0,1
334,2024-03-30 13:41:00,2024-03-30 13:46:26,2,9,0.26,3.69,1.0,2
335,2024-03-04 11:14:00,2024-03-04 11:26:55,8,6,8.19,23.33,1.0,1
336,2024-03-27 21:59:00,2024-03-27 22:04:39,15,20,3.08,10.94,2.0,3
337,2024-03-24 04:42:00,2024-03-24 04:51:23,4,20,1.4,6.92,2.0,1
338,2024-03-31 07:06:00,2024-03-31 07:19:56,2,15,5.68,17.62,1.0,1
339,2024-03-19 10:11:00,2024-03-19 10:21:46,17,3,6.72,23.17,1.0,1
340,2024-03-17 20:15:00,2024-03-17 20:35:21,16,3,7.43,22.26,1.0,1
341,2024-03-01 08:09:00,2024-03-01 08:14:29,8,8,1.05,6.07,1.0,1
342,2024-03-28 21:32:00,2024-03-28 21:52:06,2,18,4.84,14.55,1.0,1
343,2024-03-24 08:25:00,2024-03-24 08:38:15,3,1,2.5,9.84,1.0,1
344,2024-03-16 14:55:00,2024-03-16 15:17:14,15,15,1.07,5.65,1.0,2
345,2024-03-07 22:46:00,2024-03-07 23:10:42,5,6,4.29,13.09,1.0,1
346,2024-03-18 11:43:00,2024-03-18 12:07:38,8,7,1.7,7.3,2.0,3
347,2024-03-21 01:41:00,2024-03-21 01:56:47,12,11,4.52,17.31,2.0,2
348,2024-03-07 11:06:00,2024-03-07 11:28:57,11,16,1.07,5.74,2.0,1
349,2024-03-23 20:53:00,2024-03-23 21:05:20,3,3,3.19,10.45,1.0,1
350,2024-03-23 15:16:00,2024-03-23 15:37:21,11,20,1.51,7.44,1.0,1
351,2024-03-08 16:54:00,2024-03-08 17:07:07,12,18,2.26,8.46,4.0,1
352,2024-03-04 15:12:00,2024-03-04 15:34:30,18,11,2.68,11.13,1.0,1
353,2024-03-26 08:04:00,2024-03-26 08:28:56,7,4,3.05,11.4,2.0,1
354,2024-03-12 19:19:00,2024-03-12 19:34:38,16,1,9.24,24.89,1.0,1
355,2024-03-27 08:10:00,2024-03-27 08:19:38,13,13,8.86,28.15,4.0,1
356,2024-03-18 17:20:00,2024-03-18 17:30:14,8,8,2.99,10.64,1.0,1
357,2024-03-23 13:04:00,2024-03-23 13:29:45,9,3,0.95,5.92,1.0,1
358,2024-03-30 17:08:00,2024-03-30 17:31:27,20,7,3.31,13.08,1.0,1
359,2024-03-10 04:32:00,2024-03-10 04:47:53,2,20,2.05,9.13,1.0,1
360,2024-03-02 22:15:00,2024-03-02 22:38:59,8,12,2.17,9.43,4.0,1
361,2024-03-18 03:25:00,2024-03-18 03:37:21,4,18,1.84,7.61,4.0,1
362,2024-03-14 01:34:00,2024-03-14 02:05:34,5,6,1.78,8.17,1.0,2
363,2024-03-14 14:23:00,2024-03-14 14:34:59,10,10,0.67,4.53,1.0,1
364,2024-03-29 14:25:00,2024-03-29 14:51:02,15,15,3.95,14.76,2.0,1
365,2024-03-15 16:38:00,2024-03-15 17:21:17,6,19,2.7,10.71,1.0,1
366,2024-03-22 20:40:00,2024-03-22 20:51:16,13,13,0.47,4.39,1.0,3
367,2024-03-01 20:52:00,2024-03-01 20:58:37,8,13,2.87,10.46,4.0,1
368,2024-03-11 07:01:00,2024-03-11 07:46:21,16,6,2.24,9.04,1.0,3
369,2024-03-06 17:43:00,2024-03-06 18:00:49,5,20,1.48,7.57,1.0,1
370,2024-03-19 16:30:00,2024-03-19 16:56:21,18,17,1.99,7.38,2.0,1
371,2024-03-19 23:40:00,2024-03-20 00:02:10,13,14,3.55,11.84,1.0,1
372,2024-03-23 23:22:00,2024-03-23 23:24:46,2,18,2.53,10.48,1.0,1
373,2024-03-01 14:30:00,2024-03-01 14:57:53,16,17,6.97,23.03,2.0,1
374,2024-03-05 16:51:00,2024-03-05 16:57:58,20,9,7.26,23.51,1.0,2
375,2024-03-14 12:16:00,2024-03-14 12:29:01,8,8,1.36,6.63,2.0,2
376,2024-03-21 19:23:00,2024-03-21 19:47:35,8,6,1.84,7.28,2.0,1
377,2024-03-18 00:04:00,2024-03-18 00:38:51,19,2,1.29,6.37,1.0,1
378,2024-03-25 01:22:00,2024-03-25 01:35:26,5,19,7.94,22.82,1.0,1
379,2024-03-09 06:59:00,2024-03-09 07:30:20,8,1,4.92,15.35,1.0,1
380,2024-03-23 14:31:00,2024-03-23 15:10:26,14,13,0.7,4.72,2.0,1
381,2024-03-22 21:21:00,2024-03-22 21:33:36,3,16,3.25,10.73,1.0,2
382,2024-03-13 04:50:00,2024-03-13 05:15:06,4,16,1.15,6.54,2.0,1
383,2024-03-30 07:49:00,2024-03-30 08:34:50,1,20,1.72,8.2,1.0,1
384,2024-03-20 07:10:00,2024-03-20 07:15:46,6,17,3.62,13.07,1.0,1
385,2024-03-29 18:30:00,2024-03-29 18:38:41,17,8,8.87,26.07,1.0,2
386,2024-03-04 05:48:00,2024-03-04 06:14:30,2,1,1.42,6.45,2.0,1
387,2024-03-02 23:46:00,2024-03-02 23:58:17,9,7,1.14,6.17,1.0,3
388,2024-03-16 14:44:00,2024-03-16 14:59:55,10,10,2.72,11.66,1.0,2
389,2024-03-07 13:04:00,2024-03-07 13:14:11,13,17,2.97,9.68,1.0,2
390,2024-03-01 09:49:00,2024-03-01 10:06:18,13,17,0.79,5.2,2.0,1
391,2024-03-24 11:03:00,2024-03-24 11:21:19,6,18,3.42,12.16,1.0,3
392,2024-03-28 13:36:00,2024-03-28 14:27:10,15,12,1.86,8.04,2.0,1
393,2024-03-19 09:54:00,2024-03-19 10:16:20,7,11,3.6,12.08,1.0,3
394,2024-03-25 10:10:00,2024-03-25 10:27:02,4,8,8.1,21.38,1.0,1
395,2024-03-04 08:27:00,2024-03-04 08:34:05,8,15,1.86,8.41,1.0,2
396,2024-03-11 02:16:00,2024-03-11 02:25:34,6,18,0.19,3.48,1.0,1
397,2024-03-12 06:44:00,2024-03-12 06:52:32,14,12,4.61,16.98,1.0,1
398,2024-03-20 03:02:00,2024-03-20 03:24:23,6,16,0.56,4.39,3.0,2
399,2024-03-09 20:14:00,2024-03-09 20:24:40,6,3,2.48,9.3,1.0,2
400,2024-03-15 04:35:00,2024-03-15 04:55:25,14,1,1.29,7.12,1.0,1
401,2024-03-11 03:06:00,2024-03-11 03:26:45,2,13,0.92,5.54,1.0,1
402,2024-03-21 06:06:00,2024-03-21 06:25:59,14,3,3.22,10.41,,1
403,2024-03-29 05:53:00,2024-03-29 06:07:32,2,12,2.54,9.36,1.0,1
404,2024-03-18 17:53:00,2024-03-18 17:54:57,15,15,6.42,17.2,2.0,1
405,2024-03-12 10:19:00,2024-03-12 10:48:06,8,7,0.32,3.87,1.0,1
406,2024-03-09 11:25:00,2024-03-09 11:30:08,16,4,2.08,8.11,1.0,1
407,2024-03-19 09:00:00,2024-03-19 09:03:42,5,3,4.86,16.91,2.0,1
408,2024-03-11 23:10:00,2024-03-11 23:14:43,20,6,2.9,11.58,1.0,1
409,2024-03-03 18:09:00,2024-03-03 18:53:38,13,11,1.25,6.24,1.0,1
410,2024-03-05 10:04:00,2024-03-05 10:08:25,20,15,0.84,4.95,1.0,2
411,2024-03-29 13:07:00,2024-03-29 13:36:28,4,12,3.9,14.45,1.0,1
412,2024-03-28 11:20:00,2024-03-28 11:47:57,20,10,8.51,25.71,1.0,1
413,2024-03-25 09:31:00,2024-03-25 09:46:06,11,4,9.8,28.77,1.0,1
414,2024-03-18 06:41:00,2024-03-18 06:53:50,7,2,0.5,4.41,2.0,1
415,2024-03-08 11:30:00,2024-03-08 11:58:04,16,2,3.71,13.37,1.0,1
416,2024-03-02 10:37:00,2024-03-02 10:43:04,9,10,2.02,9.34,1.0,1
417,2024-03-13 06:13:00,2024-03-13 06:31:32,2,12,1.1,6.23,1.0,1
418,2024-03-15 15:07:00,2024-03-15 15:22:56,19,4,2.09,8.6,2.0,1
419,2024-03-10 04:10:00,2024-03-10 04:43:03,7,10,3.86,13.79,1.0,1
420,2024-03-22 05:24:00,2024-03-22 05:26:45,4,14,5.51,15.9,2.0,2
421,2024-03-02 22:16:00,2024-03-02 22:43:36,16,5,1.77,7.33,2.0,1
422,2024-03-04 21:01:00,2024-03-04 21:10:21,14,15,2.52,10.66,1.0,1
423,2024-03-18 12:56:00,2024-03-18 13:10:03,3,17,0.74,5.28,1.0,1
424,2024-03-27 09:17:00,2024-03-27 09:45:28,6,2,5.89,19.28,1.0,1
425,2024-03-26 22:51:00,2024-03-26 23:07:36,11,16,1.86,7.25,2.0,3
426,2024-03-25 03:14:00,2024-03-25 03:18:53,19,1,1.01,5.9,1.0,1
427,2024-03-19 23:32:00,2024-03-20 00:17:27,6,13,4.4,16.51,1.0,2
428,2024-03-28 03:39:00,2024-03-28 03:46:49,8,10,5.47,16.31,1.0,1
429,2024-03-17 01:54:00,2024-03-17 03:02:34,12,15,1.55,6.49,1.0,1
430,2024-03-20 21:01:00,2024-03-20 21:15:09,20,6,2.34,8.79,1.0,1
431,2024-03-13 05:47:00,2024-03-13 06:29:05,6,14,4.04,13.76,1.0,1
432,2024-03-09 05:06:00,2024-03-09 05:17:03,11,17,2.36,8.97,1.0,1
433,2024-03-10 16:25:00,2024-03-10 16:49:21,19,1,2.39,9.67,4.0,1
434,2024-03-26 06:26:00,2024-03-26 06:27:31,10,15,1.49,7.58,1.0,1
435,2024-03-29 14:43:00,2024-03-29 14:49:18,10,10,0.2,3.46,1.0,1
436,2024-03-16 06:39:00,2024-03-16 06:41:18,17,4,7.08,21.35,1.0,1
437,2024-03-07 04:41:00,2024-03-07 04:48:43,11,14,2.16,8.4,1.0,1
438,2024-03-01 08:27:00,2024-03-01 08:43:53,14,16,5.38,18.13,1.0,1
439,2024-03-26 08:03:00,2024-03-26 08:11:51,7,1,1.08,5.76,1.0,1
440,2024-03-07 23:53:00,2024-03-08 00:13:39,9,12,2.23,10.04,1.0,2
441,2024-03-01 19:44:00,2024-03-01 20:37:33,7,11,5.96,16.8,1.0,1
442,2024-03-24 01:09:00,2024-03-24 01:12:01,17,2,1.6,7.84,1.0,2
443,2024-03-13 09:37:00,2024-03-13 09:51:07,14,7,6.14,19.05,4.0,1
444,2024-03-09 15:46:00,2024-03-09 16:08:42,10,7,0.79,5.22,2.0,1
445,2024-03-29 09:42:00,2024-03-29 10:00:39,15,6,1.94,8.03,1.0,1
446,2024-03-08 22:10:00,2024-03-08 22:20:41,8,16,1.29,5.86,1.0,1
447,2024-03-05 11:57:00,2024-03-05 12:05:52,17,18,9.8,33.83,2.0,1
448,2024-03-20 12:32:00,2024-03-20 12:55:03,5,11,4.64,13.48,1.0,1
449,2024-03-19 22:41:00,2024-03-19 23:13:04,4,14,5.81,19.57,1.0,3
450,2024-03-02 09:51:00,2024-03-02 09:59:01,20,18,7.24,21.78,1.0,2
451,2024-03-30 04:49:00,2024-03-30 05:13:07,11,19,2.05,8.4,1.0,3
452,2024-03-27 12:36:00,2024-03-27 12:43:50,19,18,10.83,33.47,1.0,2
453,2024-03-20 16:59:00,2024-03-20 17:12:01,3,2,6.0,21.39,1.0,1
454,2024-03-13 04:55:00,2024-03-13 05:13:32,13,14,3.85,11.98,1.0,1
455,2024-03-30 11:02:00,2024-03-30 11:39:10,15,1,0.91,5.32,1.0,1
456,2024-03-22 18:14:00,2024-03-22 19:08:54,18,16,7.5,19.69,1.0,1
457,2024-03-25 15:01:00,2024-03-25 15:34:23,17,20,1.31,6.54,1.0,1
458,2024-03-05 16:52:00,2024-03-05 17:08:58,6,6,1.97,8.16,3.0,1
459,2024-03-13 13:01:00,2024-03-13 13:09:28,3,1,2.91,10.45,1.0,1
460,2024-03-04 04:43:00,2024-03-04 05:00:48,19,9,1.11,6.35,1.0,1
461,2024-03-26 22:24:00,2024-03-26 22:31:15,6,9,1.55,7.28,1.0,1
462,2024-03-14 04:22:00,2024-03-14 04:50:21,15,4,4.53,13.04,1.0,1
463,2024-03-23 09:44:00,2024-03-23 09:49:25,5,20,1.05,5.91,2.0,2
464,2024-03-12 19:26:00,2024-03-12 19:47:17,16,14,3.1,10.71,2.0,1
465,2024-03-27 17:38:00,2024-03-27 17:48:52,7,8,0.73,4.63,1.0,2
466,2024-03-13 04:38:00,2024-03-13 04:41:16,17,13,0.7,4.65,1.0,1
467,2024-03-03 03:24:00,2024-03-03 04:14:21,20,5,1.04,5.43,1.0,1
468,2024-03-19 08:26:00,2024-03-19 08:41:07,12,3,2.23,9.75,2.0,2
469,2024-03-04 21:06:00,2024-03-04 21:19:36,8,18,3.73,13.02,1.0,1
470,2024-03-12 00:19:00,2024-03-12 00:25:41,17,14,1.47,6.37,2.0,1
471,2024-03-31 20:14:00,2024-03-31 20:41:46,7,8,5.28,15.34,4.0,2
472,2024-03-23 13:19:00,2024-03-23 13:27:55,13,8,1.38,6.91,1.0,2
473,2024-03-01 07:43:00,2024-03-01 08:00:09,4,5,0.96,5.63,1.0,1
474,2024-03-12 15:26:00,2024-03-12 15:36:52,20,18,1.38,7.3,1.0,1
475,2024-03-04 18:54:00,2024-03-04 18:55:00,13,9,5.02,17.54,1.0,1
476,2024-03-16 06:31:00,2024-03-16 06:42:01,2,18,3.64,12.31,1.0,1
477,2024-03-04 21:16:00,2024-03-04 21:31:27,5,14,2.24,8.81,1.0,2
478,2024-03-08 21:17:00,2024-03-08 21:23:12,17,11,6.73,23.32,1.0,1
479,2024-03-29 18:01:00,2024-03-29 18:11:59,5,20,3.11,10.8,2.0,1
480,2024-03-20 07:32:00,2024-03-20 07:54:13,2,6,0.69,5.14,2.0,2
481,2024-03-07 19:44:00,2024-03-07 19:54:44,11,1,2.43,9.58,1.0,2
482,2024-03-24 12:56:00,2024-03-24 13:21:21,13,17,4.57,15.92,1.0,1
483,2024-03-12 13:58:00,2024-03-12 14:05:23,4,3,3.36,10.51,1.0,2
484,2024-03-01 02:25:00,2024-03-01 02:45:34,11,14,1.32,7.2,2.0,2
485,2024-03-25 01:15:00,2024-03-25 01:41:44,3,11,2.91,10.65,1.0,2
486,2024-03-20 11:40:00,2024-03-20 11:45:24,6,14,6.08,20.69,4.0,1
487,2024-03-01 20:30:00,2024-03-01 20:46:36,1,20,3.37,10.66,3.0,2
488,2024-03-25 16:05:00,2024-03-25 16:11:53,1,4,2.27,8.02,1.0,2
489,2024-03-22 10:50:00,2024-03-22 11:07:42,16,7,2.85,11.99,2.0,1
490,2024-03-23 18:09:00,2024-03-23 19:15:30,15,6,2.74,11.05,1.0,2
491,2024-03-13 00:05:00,2024-03-13 00:06:47,2,1,1.95,8.06,3.0,1
492,2024-03-07 05:57:00,2024-03-07 06:10:36,9,9,1.51,6.61,1.0,2
493,2024-03-08 11:14:00,2024-03-08 11:47:08,6,7,3.76,13.39,1.0,1
494,2024-03-25 22:49:00,2024-03-25 23:06:40,10,19,1.85,7.44,1.0,1
495,2024-03-26 15:19:00,2024-03-26 15:52:20,2,4,7.55,21.07,1.0,1
496,2024-03-19 11:56:00,2024-03-19 12:12:57,6,9,0.97,5.72,1.0,1
497,2024-03-23 08:07:00,2024-03-23 08:39:39,9,4,0.58,4.51,1.0,2
498,2024-03-17 05:05:00,2024-03-17 05:23:07,13,17,4.28,16.21,1.0,1
499,2024-03-01 08:15:00,2024-03-01 08:22:26,20,15,0.79,4.83,1.0,2
500,2024-03-08 23:08:00,2024-03-08 23:28:33,14,17,0.59,4.84,1.0,1
501,2024-03-13 13:40:00,2024-03-13 13:52:49,3,11,2.89,10.61,1.0,2
502,2024-03-18 12:41:00,2024-03-18 13:07:46,17,10,6.7,23.42,1.0,1
503,2024-03-01 02:23:00,2024-03-01 02:47:51,11,14,1.41,6.36,2.0,1
504,2024-03-12 21:07:00,2024-03-12 21:42:34,13,14,2.49,10.71,1.0,1
505,2024-03-31 06:57:00,2024-03-31 07:19:18,13,17,0.1,3.22,1.0,2
506,2024-03-04 19:39:00,2024-03-04 19:59:28,12,14,8.87,26.22,1.0,1
507,2024-03-31 19:47:00,2024-03-31 20:01:10,16,19,5.34,16.84,1.0,1
508,2024-03-17 11:06:00,2024-03-17 11:15:28,5,5,2.21,8.47,2.0,1
509,2024-03-16 14:29:00,2024-03-16 14:37:26,3,14,2.48,10.58,1.0,1
510,2024-03-31 09:45:00,2024-03-31 09:57:23,19,1,0.48,4.4,1.0,1
511,2024-03-22 09:45:00,2024-03-22 10:02:21,6,8,3.07,10.12,2.0,1
512,2024-03-20 02:38:00,2024-03-20 03:05:53,16,8,0.55,4.61,2.0,2
513,2024-03-30 01:13:00,2024-03-30 01:21:32,7,20,1.38,6.82,1.0,2
514,2024-03-21 00:06:00,2024-03-21 00:56:31,6,17,4.58,14.53,2.0,1
515,2024-03-07 07:51:00,2024-03-07 08:12:45,1,18,0.89,5.22,1.0,1
516,2024-03-15 19:04:00,2024-03-15 19:38:51,2,20,4.44,17.13,1.0,1
517,2024-03-29 16:22:00,2024-03-29 16:31:35,2,20,2.51,9.17,1.0,1
518,2024-03-21 12:33:00,2024-03-21 12:42:13,20,17,0.8,5.46,1.0,3
519,2024-03-11 19:37:00,2024-03-11 20:13:06,19,16,7.52,24.28,1.0,1
520,2024-03-15 18:31:00,2024-03-15 18:57:23,8,12,0.84,5.12,1.0,2
521,2024-03-04 07:23:00,2024-03-04 07:40:07,12,16,3.64,12.45,2.0,1
522,2024-03-29 14:53:00,2024-03-29 15:19:04,14,18,5.19,19.08,1.0,2
523,2024-03-12 21:43:00,2024-03-12 21:55:24,1,4,4.58,13.91,2.0,1
524,2024-03-31 12:44:00,2024-03-31 13:16:16,16,4,1.98,9.32,1.0,2
525,2024-03-22 19:10:00,2024-03-22 19:11:40,12,5,2.55,10.86,1.0,2
526,2024-03-09 07:17:00,2024-03-09 07:26:51,6,4,2.22,9.68,1.0,1
527,2024-03-20 23:02:00,2024-03-20 23:06:15,19,10,4.1,12.27,1.0,1
528,2024-03-19 11:47:00,2024-03-19 11:56:08,9,18,2.4,8.86,1.0,2
529,2024-03-04 21:49:00,2024-03-04 22:00:04,15,10,5.8,19.3,1.0,2
530,2024-03-29 04:03:00,2024-03-29 04:10:39,3,14,0.81,5.1,1.0,2
531,2024-03-29 09:10:00,2024-03-29 09:23:53,2,17,5.66,17.05,1.0,1
532,2024-03-02 16:29:00,2024-03-02 16:38:02,16,15,3.0,11.1,3.0,2
533,2024-03-17 17:30:00,2024-03-17 17:44:30,17,12,1.74,6.97,2.0,1
534,2024-03-13 15:51:00,2024-03-13 16:14:29,16,5,3.53,10.98,2.0,1
535,2024-03-11 18:24:00,2024-03-11 18:56:38,20,19,2.47,8.75,1.0,1
536,2024-03-11 16:38:33,2024-03-11 16:06:00,10,10,1.85,7.69,1.0,2
537,2024-03-24 18:35:00,2024-03-24 18:52:23,20,8,6.28,17.1,1.0,1
538,2024-03-22 00:30:00,2024-03-22 00:53:56,4,12,1.12,6.11,2.0,1
539,2024-03-12 13:25:00,2024-03-12 13:41:52,20,20,2.53,8.72,3.0,1
540,2024-03-29 13:15:00,2024-03-29 13:54:57,10,3,2.06,9.0,1.0,1
541,2024-03-31 19:14:00,2024-03-31 19:21:18,16,6,6.48,18.0,2.0,1
542,2024-03-23 00:12:00,2024-03-23 00:44:29,10,10,1.62,7.67,1.0,2
543,2024-03-25 09:44:00,2024-03-25 10:32:33,17,7,1.79,7.45,1.0,1
544,2024-03-09 19:56:00,2024-03-09 20:10:07,18,17,2.37,8.44,1.0,2
545,2024-03-20 16:42:00,2024-03-20 16:52:51,3,19,0.95,5.82,1.0,1
546,2024-03-26 02:40:00,2024-03-26 03:02:56,18,16,1.42,6.38,1.0,3
547,2024-03-05 23:54:00,2024-03-06 00:23:22,2,7,6.37,19.87,3.0,1
548,2024-03-12 00:27:00,2024-03-12 00:33:46,12,2,1.4,7.43,1.0,1
549,2024-03-30 06:13:00,2024-03-30 06:17:40,7,12,2.08,9.3,1.0,2
550,2024-03-27 17:47:00,2024-03-27 17:57:31,9,19,0.76,5.43,1.0,1
551,2024-03-04 04:38:00,2024-03-04 04:39:22,15,14,2.66,9.59,1.0,2
552,2024-03-09 01:40:00,2024-03-09 01:52:17,16,17,1.85,7.21,1.0,1
553,2024-03-04 19:35:00,2024-03-04 19:46:22,9,13,3.23,12.56,2.0,1
554,2024-03-08 11:35:00,2024-03-08 11:45:01,3,12,2.23,8.58,2.0,1
555,2024-03-03 08:35:00,2024-03-03 09:05:16,2,20,1.67,8.34,2.0,1
556,2024-03-20 21:46:00,2024-03-20 21:54:33,20,7,5.11,16.52,2.0,3
557,2024-03-07 23:04:00,2024-03-07 23:13:08,13,3,5.78,18.02,1.0,1
558,2024-03-18 10:12:00,2024-03-18 11:18:47,11,13,1.33,6.86,1.0,1
559,2024-03-27 08:33:00,2024-03-27 08:55:19,7,17,3.45,12.12,1.0,1
560,2024-03-31 02:13:00,2024-03-31 02:20:08,17,8,3.16,12.39,1.0,1
561,2024-03-27 12:16:00,2024-03-27 12:27:32,10,15,1.72,6.93,1.0,1
562,2024-03-25 15:43:00,2024-03-25 15:58:22,13,9,2.13,8.72,1.0,1
563,2024-03-16 12:20:00,2024-03-16 12:32:48,7,10,3.0,9.84,1.0,2
564,2024-03-14 15:22:00,2024-03-14 15:39:08,9,19,2.98,11.67,1.0,1
565,2024-03-05 23:30:00,2024-03-05 23:52:52,6,14,5.66,16.72,1.0,1
566,2024-03-03 19:22:00,2024-03-03 19:47:32,11,6,3.48,11.54,2.0,1
567,2024-03-08 14:22:00,2024-03-08 14:53:24,6,10,1.83,7.13,1.0,1
568,2024-03-12 17:25:00,2024-03-12 17:37:47,13,6,3.93,14.25,2.0,1
569,2024-03-30 13:27:00,2024-03-30 14:02:28,13,16,0.87,5.03,2.0,1
570,2024-03-12 11:32:00,2024-03-12 11:52:00,8,8,0.0,12.66,3.0,1
571,2024-03-11 12:47:00,2024-03-11 12:51:56,14,18,1.32,6.86,1.0,1
572,2024-03-27 18:33:00,2024-03-27 18:59:50,9,8,5.06,16.17,3.0,1
573,2024-03-27 00:37:00,2024-03-27 00:53:08,13,19,1.62,7.13,,1
574,2024-03-17 07:55:00,2024-03-17 08:36:20,14,2,3.89,12.94,1.0,1
575,2024-03-10 20:36:00,2024-03-10 20:44:18,6,2,3.09,10.82,1.0,1
576,2024-03-10 07:13:00,2024-03-10 07:36:41,20,13,3.71,12.32,4.0,1
577,2024-03-06 12:18:00,2024-03-06 12:25:10,10,3,3.98,15.4,1.0,3
578,2024-03-24 19:15:00,2024-03-24 19:19:43,19,4,4.32,15.07,2.0,1
579,2024-03-14 01:45:00,2024-03-14 01:58:13,2,9,6.18,17.81,3.0,1
580,2024-03-09 11:11:00,2024-03-09 11:25:26,16,4,3.81,12.53,1.0,1
581,2024-03-02 05:12:00,2024-03-02 06:15:41,5,4,12.88,37.17,2.0,1
582,2024-03-31 01:39:00,2024-03-31 01:47:48,12,7,1.77,7.3,1.0,1
583,2024-03-01 21:48:00,2024-03-01 22:02:23,5,2,1.68,8.1,4.0,1
584,2024-03-23 22:05:00,2024-03-23 22:55:50,9,19,2.01,9.22,1.0,2
585,2024-03-17 19:27:00,2024-03-17 19:35:57,10,11,0.1,3.28,1.0,1
586,2024-03-10 02:20:00,2024-03-10 02:43:41,18,14,0.75,4.85,1.0,1
587,2024-03-05 12:53:00,2024-03-05 13:31:56,19,18,0.67,4.64,1.0,1
588,2024-03-25 05:57:00,2024-03-25 06:06:17,12,5,4.84,18.09,1.0,1
589,2024-03-18 17:02:00,2024-03-18 17:06:46,9,2,2.82,9.81,2.0,3
590,2024-03-15 14:59:00,2024-03-15 15:12:27,12,15,1.66,6.74,1.0,2
591,2024-03-27 06:41:00,2024-03-27 07:07:53,2,5,1.42,7.53,1.0,1
592,2024-03-13 14:54:00,2024-03-13 15:08:40,11,17,2.97,11.97,1.0,2
593,2024-03-25 04:00:00,2024-03-25 04:15:07,12,18,3.42,12.67,1.0,1
594,2024-03-27 05:15:00,2024-03-27 05:27:44,19,8,4.15,13.55,1.0,1
595,2024-03-16 15:54:00,2024-03-16 16:00:59,19,1,2.2,9.42,1.0,1
596,2024-03-04 09:26:00,2024-03-04 09:41:06,5,15,1.78,7.03,1.0,2
597,2024-03-08 13:52:00,2024-03-08 13:57:43,1,16,2.91,12.06,2.0,1
598,2024-03-31 03:49:00,2024-03-31 04:01:13,14,6,4.67,14.28,1.0,1
599,2024-03-07 20:27:00,2024-03-07 21:06:18,9,10,1.01,5.31,1.0,2
600,2024-03-19 03:20:00,2024-03-19 03:36:29,10,6,4.44,14.64,1.0,1
601,2024-03-25 12:32:00,2024-03-25 12:45:14,1,18,1.55,6.85,1.0,1
602,2024-03-09 00:40:00,2024-03-09 00:47:34,10,9,4.98,15.15,1.0,1
603,2024-03-10 09:03:00,2024-03-10 09:35:20,14,16,1.18,6.09,4.0,1
604,2024-03-11 21:22:00,2024-03-11 21:48:09,6,12,3.25,10.52,2.0,1
